,model,dataset,accuracy,accuracy,f1,f1,roc_auc,roc_auc,log_loss,log_loss,ks,ks,fold,fold,train_time_s,train_time_s,rmse,rmse,mae,mae,r2,r2,f1_macro,f1_macro,f1_weighted,f1_weighted,roc_auc_ovr,roc_auc_ovr
,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
94,realmlp,cardiovascular_disease,0.7388035714285714,0.0023669977970899193,0.7246351889212125,0.0040521638845744945,0.8027439692685089,0.002624614509383348,0.5420788245435928,0.004182283023440309,0.47861982300420747,0.0036820167344805144,2.0,1.5811388300841898,59.51114347720286,21.52018610729052,,,,,,,,,,,,
95,realmlp,covertype,0.9263625,0.0022918844593478203,,,,,0.23199831760741246,0.010061900534549213,,,2.0,1.5811388300841898,122.14181895859656,27.287978135340992,,,,,,,0.8826777936531727,0.006306898776267925,0.9261822489803528,0.0023697427901989356,0.9869463470212603,0.0006226385017631392
96,realmlp,credit_g,0.785,0.055480852552930324,0.8583207911164902,0.034035703334117005,0.7732142857142857,0.08023890386144046,0.5131453288819448,0.07981348917198272,0.4821428571428571,0.15787841916517673,2.0,1.5811388300841898,0.859371262579225,0.29205205514547744,,,,,,,,,,,,
97,realmlp,give_me_some_credit,0.9381625,0.0007788713789837027,0.30219733706285545,0.02218582336200045,0.8625059278504246,0.00611369410166044,0.1787869260001366,0.002394837126309686,0.572782059400623,0.01585129415200632,2.0,1.5811388300841898,67.38012225659914,39.195039766634615,,,,,,,,,,,,
98,realmlp,helena,0.3927833975296618,0.0066704796302662125,,,,,2.516577631661666,0.01583028736936405,,,2.0,1.5811388300841898,83.04590016559231,2.345852140617746,,,,,,,0.24473543505837553,0.009609756078067825,0.36440949633660685,0.006358751837392729,0.9090518954132716,0.0013013412990248298
99,realmlp,higgs,0.736664966853646,0.003454905246220645,0.7550417046705349,0.006861508272474645,0.815703173933468,0.0029938770143258836,0.5230567475965608,0.0028908450090591844,0.4732875917190028,0.006766738346516901,2.0,1.5811388300841898,36.40272319199285,1.8414115397651247,,,,,,,,,,,,
100,realmlp,jannis,0.7291522556594767,0.004204071696758925,,,,,0.6760736914717461,0.008224834891104474,,,2.0,1.5811388300841898,46.872295138379556,0.5390999546081713,,,,,,,0.5953353472092406,0.003707536740176354,0.7269065961491005,0.0042797833364104755,0.8804260774885492,0.0030697007988968396
101,realmlp,kin8nm,,,,,,,,,,,2.0,1.5811388300841898,11.436503119801637,0.6270696056442545,0.06438847968219677,0.0012675973414842247,0.050056445970155794,0.0010659246318833852,0.9401027608192702,0.004439805945990954,,,,,,
102,realmlp,magictelescope,0.8719626168224298,0.004033335631222457,0.8672470039459312,0.0038017698988316896,0.9383210760765133,0.004582721151428957,0.3141144667016411,0.017986325963655538,0.7465420560747663,0.01045727157435468,2.0,1.5811388300841898,12.205489618401042,3.0311659746250132,,,,,,,,,,,,
103,realmlp,phoneme,0.9151038321558552,0.0047711058328307855,0.8533678772980938,0.007067052063281565,0.9580154207236369,0.0016626137755163294,0.46726281915946866,0.09007214892724953,0.7996810171397786,0.013750349791858033,2.0,1.5811388300841898,7.7993351354263725,1.7771080460291948,,,,,,,,,,,,
104,realmlp,superconduct,,,,,,,,,,,2.0,1.5811388300841898,14.653433923388366,0.6294234335514852,0.8471599416116806,0.011265788013824976,0.6235082093842477,0.007489969424696201,0.17119650983196552,0.011051149284346919,,,,,,
105,realmlp,telco_customer_churn,0.8116814630709802,0.017463958739787875,0.6024853551054504,0.05847835314687112,0.8433749450112943,0.017202728085604357,0.4205182413705315,0.02014413662779245,0.5438613956594084,0.04025138779319679,2.0,1.5811388300841898,4.940399079793133,2.351172800239106,,,,,,,,,,,,
106,realmlp,wine_quality,,,,,,,,,,,2.0,1.5811388300841898,7.248340898007155,1.5863161434629547,0.6555296237282463,0.019933086776301394,0.4589083385502832,0.03266619000332178,0.43945685170238413,0.018152376432366123,,,,,,
107,realmlp,year_prediction,,,,,,,,,,,2.0,1.5811388300841898,33.53285599097144,1.3309667870185076,8.754918648429829,0.10717017695206528,6.000377549743652,0.053870043133644296,0.35462999524771455,0.009460090483219375,,,,,,
108,saint,adult,0.8634861129056055,0.006400930819408397,0.6861538191913075,0.014707858152431785,0.9192657502445819,0.005436517635636681,0.29404719252918304,0.010215808511017149,0.6745735376567804,0.010354789846147879,2.0,1.5811388300841898,401.1941720140021,151.68544369778243,,,,,,,,,,,,
109,saint,amazon_employee,0.9435437726492466,0.0010956632932553976,0.9707950733339707,0.0005510319988142135,0.774560340233504,0.015561454275861256,0.19062911518105943,0.004839017211032972,0.4328331948254833,0.03174249674179214,2.0,1.5811388300841898,845.3886048282263,131.38287187536562,,,,,,,,,,,,
110,saint,bank_marketing,0.9108328755086479,0.002249953050261474,0.6057637758191182,0.010793868920898696,0.9382360042341082,0.0026358076841219956,0.1918039115257494,0.00356646356493655,0.7599671303609666,0.014731675761311491,2.0,1.5811388300841898,462.6294623204041,51.59682414641688,,,,,,,,,,,,
111,saint,california_housing,,,,,,,,,,,2.0,1.5811388300841898,74.46404218900425,17.223299701595817,0.2766188978796936,0.004440618392693393,0.15140487817633913,0.0036953323328308913,0.6938006540732445,0.009834422914524427,,,,,,
112,saint,cardiovascular_disease,0.7367142857142858,0.004139719409055919,0.726723642186678,0.00443165290651518,0.8038918076748363,0.002716932343008093,0.5382926713098474,0.0028368265393361922,0.4768797775277913,0.007449500184924992,2.0,1.5811388300841898,109.5764092404017,12.54706481575362,,,,,,,,,,,,
113,saint,covertype,0.9157875000000001,0.003146364469510791,,,,,0.23460584789783462,0.00804512720378045,,,2.0,1.5811388300841898,1673.5559271583916,179.46392989943016,,,,,,,0.8599862513695629,0.007177689724395821,0.915640123475818,0.0031294572975305917,0.9846127747677971,0.0009264734523984765
114,saint,credit_g,0.7462500000000001,0.05922678870241064,0.8348867619457565,0.035218973839457685,0.7718377976190476,0.08261364381659521,0.5033562017932439,0.08156029944548614,0.48571428571428565,0.137572775010306,2.0,1.5811388300841898,5.856765118613839,1.027516609426076,,,,,,,,,,,,
115,saint,give_me_some_credit,0.9370750000000001,0.0007035068407627869,0.2820076889818161,0.024816314851775993,0.8458044405378071,0.015173068585686244,0.18380595530316363,0.003947196233531187,0.5450472371863002,0.023573390366771786,2.0,1.5811388300841898,115.86791559120029,51.59332429213131,,,,,,,,,,,,
116,saint,helena,0.37278564940041276,0.004999966421375879,,,,,2.5989391387359695,0.014655379972452311,,,2.0,1.5811388300841898,486.4748693974223,54.07114571648047,,,,,,,0.19683606292618389,0.005989978400439141,0.3384227381495301,0.004470574608086404,0.9027330370946357,0.0015826066827962504
117,saint,higgs,0.7311830698623151,0.0032656696867622388,0.7455176995068606,0.0037750802180473416,0.8124156441175746,0.004079286811624298,0.5257072212450187,0.004980513165180219,0.4646436572920901,0.007425361440227403,2.0,1.5811388300841898,240.29355544600404,10.082602114135007,,,,,,,,,,,,
118,saint,jannis,0.7251812964790394,0.004425687528257484,,,,,0.6791508158202315,0.007541378245171376,,,2.0,1.5811388300841898,1385.0600722227712,127.31537207955057,,,,,,,0.5793093422899103,0.01624535126385811,0.7222336860428905,0.004977419275933407,0.8775639563869513,0.003806914379977399
119,saint,kin8nm,,,,,,,,,,,2.0,1.5811388300841898,27.94908045278862,6.130261801213736,0.06881853392213153,0.0014284628241021176,0.053151836298618804,0.0009688197149922478,0.9317011481919678,0.0021715818537517994,,,,,,
120,saint,magictelescope,0.8621495327102803,0.008610058772284239,0.855810492183229,0.010096655218732006,0.9343952310245436,0.004589878033351251,0.32232123127780354,0.00964364507252693,0.7297196261682244,0.01816308915544909,2.0,1.5811388300841898,62.185163877788,12.390752718565148,,,,,,,,,,,,
121,saint,phoneme,0.8822562085206593,0.007317652693921418,0.7958630024206216,0.014585638339935791,0.9449317059933959,0.006134475223983307,0.2813764846852474,0.011527426927431078,0.7468624089117762,0.02463332931316216,2.0,1.5811388300841898,8.174009820120409,1.2116628192165777,,,,,,,,,,,,
122,saint,superconduct,,,,,,,,,,,2.0,1.5811388300841898,316.83177734239723,23.967339318037766,0.85107251178257,0.010079341036122387,0.62946173803962,0.0049339284282542495,0.16352715133018614,0.008154833567653086,,,,,,
123,saint,telco_customer_churn,0.8049369504539788,0.015322307024379075,0.5987785087561666,0.029748710360584518,0.8503397138108086,0.011879574001642416,0.41091110849976864,0.012924485826899633,0.5512900721065381,0.033424666621441515,2.0,1.5811388300841898,58.167970472178425,18.047417372891143,,,,,,,,,,,,
124,saint,wine_quality,,,,,,,,,,,2.0,1.5811388300841898,9.289478173386305,1.5001075503740942,0.6819572534342482,0.023289822267535995,0.528812398243826,0.017294917226326385,0.3929145113455358,0.03563131162245124,,,,,,
125,saint,year_prediction,,,,,,,,,,,2.0,1.5811388300841898,398.8020116980013,40.47344947288477,8.943673340613572,0.11385223907436452,6.17255795288086,0.07719607787083335,0.32652449291850044,0.008437581402301794,,,,,,
126,stab,adult,0.8601079677027027,0.0032129321135929323,0.6692986349909699,0.011427554300465746,0.9175122315116541,0.0031038293883220744,0.2977899341580379,0.0058599349767974535,0.6722912175165844,0.007469153064302015,2.0,1.5811388300841898,1154.2499094019993,218.724034611732,,,,,,,,,,,,
127,stab,amazon_employee,0.9420942208659164,0.00010446739605287795,0.9701838442535774,5.53938619396215e-05,0.6685147010785494,0.013462961028373138,0.21187854684038232,0.0013411826418215928,0.25209008374124886,0.014681896191348433,2.0,1.5811388300841898,1564.7261676120106,122.08930849272971,,,,,,,,,,,,
128,stab,bank_marketing,0.9096993547185146,0.0029266368356342717,0.547813917160252,0.01935371168215247,0.9372531886051609,0.0029941879407030117,0.19355786510206413,0.0033839098442367,0.754204068530261,0.016152913955237283,2.0,1.5811388300841898,463.9871064195875,101.43894968091514,,,,,,,,,,,,
129,stab,california_housing,,,,,,,,,,,2.0,1.5811388300841898,104.68418464459828,10.97182232624775,0.2846823674919704,0.004746407603747624,0.18238798806247017,0.006679035715541204,0.6756821712684351,0.010779906471684962,,,,,,
130,stab,cardiovascular_disease,0.7360178571428572,0.0027905178365167692,0.723316442228392,0.003912720336715114,0.8029729457586733,0.003253456735866517,0.5390557508070437,0.003301822264497385,0.474600943880218,0.005273440195971922,2.0,1.5811388300841898,175.0157800437999,42.757854145480046,,,,,,,,,,,,
131,stab,covertype,0.9255625000000001,0.0033871309762097744,,,,,0.19925561533240946,0.006133090794751723,,,2.0,1.5811388300841898,2317.570241955202,234.57050131970556,,,,,,,0.8773920668233819,0.007545204576232898,0.9252153721470944,0.003409041158644512,0.9882305000504138,0.0009705678962496259
132,stab,credit_g,0.7275,0.023217719526258385,0.8321661618416183,0.016212426682526555,0.7806175595238095,0.06755416141432273,0.5202843408295423,0.03137472080851901,0.4708333333333333,0.09564181543347254,2.0,1.5811388300841898,5.188743693009019,1.0447983090470578,,,,,,,,,,,,
133,stab,give_me_some_credit,0.936725,0.0008587782018659609,0.2508333963585919,0.012150124421796402,0.8343544036382102,0.0036794998608787543,0.18696613387622743,0.0013916946933868039,0.5280672485698327,0.008017162199026349,2.0,1.5811388300841898,244.96463445640111,35.235710756703355,,,,,,,,,,,,
134,stab,helena,0.3816628521608255,0.004792659498938301,,,,,2.5316414892659393,0.013069627719264893,,,2.0,1.5811388300841898,124.9001027276041,22.494885294374477,,,,,,,0.22387477103499193,0.004466593860647769,0.3492413463722999,0.004231618438691199,0.9086781847033161,0.0012052353424558389
135,stab,higgs,0.7370729219785824,0.004224722535986704,0.7514016399839359,0.003926624853001979,0.8180784008221009,0.003860123366826698,0.5177790574263778,0.004581662304475484,0.4753706667692543,0.007430484044815751,2.0,1.5811388300841898,374.46270612140654,48.67835774739034,,,,,,,,,,,,
136,stab,jannis,0.7306749556581609,0.00555616232175118,,,,,0.6632914074979439,0.008769793521455014,,,2.0,1.5811388300841898,1005.2112077486236,105.92702122173279,,,,,,,0.5789441003582351,0.0160166044221612,0.7263382923970222,0.006278316916618533,0.8830684577264408,0.003681345217088718
137,stab,kin8nm,,,,,,,,,,,2.0,1.5811388300841898,51.67083194899605,10.02401703217435,0.07642761847163888,0.0030012084570748996,0.0594184786674077,0.0025585077654181267,0.9154384875053001,0.009584249370496695,,,,,,
138,stab,magictelescope,0.8551401869158879,0.010742583114553842,0.8488684568703582,0.009660675041240248,0.9311059481177395,0.003294454253142069,0.3280145283171254,0.009345371597442847,0.7175700934579439,0.019906761439710787,2.0,1.5811388300841898,59.50569140415173,3.029179772618112,,,,,,,,,,,,
139,stab,phoneme,0.8700002676086491,0.009227516989270212,0.7710173186260745,0.018185424741329878,0.9370321199602756,0.010140759163948276,0.2887443719441705,0.022302469620633855,0.7342992084833724,0.02770387109035472,2.0,1.5811388300841898,23.04546643658541,6.783929694750206,,,,,,,,,,,,
140,stab,superconduct,,,,,,,,,,,2.0,1.5811388300841898,203.39163163559277,28.926909726534625,0.8511663404828098,0.010980473155057114,0.6290333106410497,0.006130647061007644,0.1633307625204921,0.011273397335119633,,,,,,
141,stab,telco_customer_churn,0.8036945568249696,0.01085456049166304,0.5555601472352405,0.04509869100638896,0.8463462775628049,0.01217973181892384,0.41976019901773337,0.010437308765755196,0.5453481240032947,0.03464015593839209,2.0,1.5811388300841898,40.256722142989744,4.92809015796414,,,,,,,,,,,,
142,stab,wine_quality,,,,,,,,,,,2.0,1.5811388300841898,28.17391008660197,5.49782159621154,0.7090626471772171,0.02549745945558586,0.5531312602440239,0.015566037196752366,0.3442683011288318,0.024735287190655278,,,,,,
143,stab,year_prediction,,,,,,,,,,,2.0,1.5811388300841898,396.1834300586139,147.76168352331854,9.307364861336996,0.8458733214213162,6.649223323059083,0.8543087615622216,0.2645088088462127,0.1504960656736835,,,,,,
144,tabfm,adult,0.8743887744506349,0.004279573776953583,0.7124749596563399,0.009704103333666596,0.9315315720529724,0.002766721767029943,0.2714604363186258,0.005249457923683535,0.7026683649200095,0.005881314508302748,2.0,1.5811388300841898,2.461864874199955,5.148698469620174,,,,,,,,,,,,
145,tabfm,amazon_employee,0.9526225443448407,0.0022389518353354053,0.9752219033940763,0.0012105464254436634,0.874958767192644,0.005756088396383194,0.14689596097797958,0.0020318723671845997,0.6242773620481711,0.019721991753087455,2.0,1.5811388300841898,1.1091289824005799,2.2733005252434744,,,,,,,,,,,,
146,tabfm,bank_marketing,0.9156714106515995,0.0021368006705136133,0.6180169755651257,0.008337794301764697,0.94781658225066,0.002044433200083749,0.17899146642892796,0.0034134446065643732,0.784793462683106,0.0059121473671739505,2.0,1.5811388300841898,1.19717385499971,2.2651693959358306,,,,,,,,,,,,
147,tabfm,california_housing,,,,,,,,,,,2.0,1.5811388300841898,2.389011376599592,5.2106107685572365,0.2367954895559597,0.005616570938400173,0.11271181651908824,0.0035349754544812214,0.775563282529976,0.010653533261696267,,,,,,
148,tabfm,cardiovascular_disease,0.7383035714285715,0.0035719865635531257,0.7271174857477938,0.0046579143344755505,0.8056824142358305,0.0028410805405825776,0.5373375612527636,0.003221576771269806,0.4796548169381868,0.0066017570203918815,2.0,1.5811388300841898,2.49862435920013,5.178778806672451,,,,,,,,,,,,
149,tabfm,covertype,0.95795,0.0011570098854374348,,,,,0.10508268702523246,0.00227723015895197,,,2.0,1.5811388300841898,3.340531267200143,5.201754433184476,,,,,,,0.9257016074258555,0.0037892206104911774,0.9578656814927538,0.0011953465298310355,0.99643829545305,0.00019463306023651458
150,tabfm,credit_g,0.7737499999999999,0.05217907866185449,0.8468542328014544,0.03634052854620658,0.8059709821428571,0.06976538852949796,0.4765216065030405,0.07181189705266505,0.49523809523809526,0.13665544067881158,2.0,1.5811388300841898,1.0631260366004427,2.2786049831502457,,,,,,,,,,,,
151,tabfm,give_me_some_credit,0.9379375,0.000628117226320011,0.2894940848678046,0.009900354881547205,0.868336134439061,0.00459311292510883,0.1777565492737084,0.0021569663454906476,0.585501777379389,0.013682685825822263,2.0,1.5811388300841898,1.3040068630012684,2.2798147165524165,,,,,,,,,,,,
152,tabfm,higgs,0.757508924018358,0.003346780057328689,0.7721415026194809,0.0030627090639573093,0.8419757317827017,0.0029557542751178275,0.4874299715479136,0.004093987392758611,0.5152826128574672,0.005857473965478843,2.0,1.5811388300841898,1.7368112420004764,2.26164478217462,,,,,,,,,,,,
153,tabfm,jannis,0.7819096461062109,0.0014832124685152125,,,,,0.5633647023526127,0.005458048961674245,,,2.0,1.5811388300841898,2.182223937600065,2.2274650814012835,,,,,,,0.6873678187415208,0.0044309118501759314,0.780397726000008,0.0013844340752616903,0.9168042768904373,0.0015973237357527364
154,tabfm,kin8nm,,,,,,,,,,,2.0,1.5811388300841898,1.0332906358002218,2.2593834654747313,0.06584929429939239,0.0007271005974225165,0.05157846022704641,0.00039818748523716755,0.9373957778630293,0.0036074027428136994,,,,,,
155,tabfm,magictelescope,0.8923364485981308,0.0043410183785022784,0.8888741486281606,0.004144620062974806,0.9573291117128134,0.002416397789010629,0.25446207017600453,0.00813566647795092,0.7914018691588784,0.007190797780064047,2.0,1.5811388300841898,1.0529508520005038,2.240098105218178,,,,,,,,,,,,
156,tabfm,phoneme,0.9287534789124384,0.009012119206158242,0.8777695900863478,0.015558307156602167,0.9814166414585586,0.003587889270990855,0.15985523156011971,0.014627996520880244,0.8598103383187903,0.015891120461119956,2.0,1.5811388300841898,1.0290771030005998,2.26579918350315,,,,,,,,,,,,
157,tabfm,superconduct,,,,,,,,,,,2.0,1.5811388300841898,1.6247642444010126,2.255150711408195,0.8311594175537159,0.009325686134366155,0.6108440929669693,0.0066124922467909845,0.20218953595451597,0.009307834612975761,,,,,,
158,tabfm,telco_customer_churn,0.7786635482055978,0.019369715496566634,0.6129316064445529,0.025463985901211076,0.8344720281292102,0.009491193659241256,0.45769643340912286,0.02237612026875531,0.535245502384454,0.024032906821944658,2.0,1.5811388300841898,1.0568394491998334,2.2318566034143896,,,,,,,,,,,,
159,tabfm,wine_quality,,,,,,,,,,,2.0,1.5811388300841898,1.0529706819987041,2.2688865666023768,0.5929327626398516,0.02431085925342558,0.3965495088193192,0.018691148570582426,0.5411235202229601,0.029413603038831244,,,,,,
160,tabfm,year_prediction,,,,,,,,,,,2.0,1.5811388300841898,3.2221779635998247,2.231870315542051,8.514975284250133,0.12433556732377275,5.747603895568848,0.0508496175956529,0.38954128848828284,0.00973869002472939,,,,,,
161,tabkan,adult,0.859032826720942,0.005904462195026047,0.6731980159513553,0.017399267085265645,0.9145623991455214,0.003996711963974301,0.30278377203744455,0.007618718724547165,0.6646970640868307,0.005987869500582528,2.0,1.5811388300841898,13.872861999599262,3.368402288472941,,,,,,,,,,,,
162,tabkan,amazon_employee,0.9451459088308221,0.0007212538775963899,0.9715673535565854,0.00039076553164491863,0.8134878092227048,0.0146024100481775,0.17691671523545419,0.0038446559135268308,0.49745897137796335,0.020122420871098078,2.0,1.5811388300841898,15.982287584798177,2.3051500437559556,,,,,,,,,,,,
163,tabkan,bank_marketing,0.907404581824595,0.0045803900036973585,0.5477466090691923,0.033731152517305185,0.9303057434960991,0.003103582297785445,0.20178843786256526,0.003615208357904964,0.7315915326097585,0.009392657017348474,2.0,1.5811388300841898,9.837643761599612,1.7467854724022531,,,,,,,,,,,,
164,tabkan,california_housing,,,,,,,,,,,2.0,1.5811388300841898,6.528761973800647,0.6798532704152017,0.330326241211697,0.0055915083745242,0.22158898101147054,0.007423248363743896,0.5633460127550606,0.014678906863886634,,,,,,
165,tabkan,cardiovascular_disease,0.7339285714285715,0.002454139308372319,0.7237768750282783,0.004091804663046071,0.8006196476535903,0.0030592020018926787,0.5421886188637285,0.0028897515000264004,0.47154563663101234,0.004580792901200559,2.0,1.5811388300841898,14.184732088199235,1.3566955900076099,,,,,,,,,,,,
166,tabkan,covertype,0.892675,0.0024588011560514877,,,,,0.29516220702230245,0.006583176233294763,,,2.0,1.5811388300841898,31.59670668399958,1.6255113117296545,,,,,,,0.8216508224502945,0.004354741337564919,0.8924042917187224,0.002203452469373066,0.977245205835807,0.0009386155943421557
167,tabkan,credit_g,0.7625,0.060110575192722955,0.844372605712366,0.0364307672341379,0.7883928571428571,0.08163534622766896,0.4890194879048512,0.0796619978746291,0.4892857142857143,0.13900115927182607,2.0,1.5811388300841898,0.173218391998671,0.030396518999925223,,,,,,,,,,,,
168,tabkan,give_me_some_credit,0.9356875,0.0008420120990817183,0.2681752259022933,0.025789411298304084,0.8263520134377472,0.004571391112278039,0.19033043681419234,0.0017493948729929332,0.5197841454995001,0.0074035100313514495,2.0,1.5811388300841898,60.09548384479858,9.29128775078735,,,,,,,,,,,,
169,tabkan,helena,0.35317146918723274,0.0064782718296461815,,,,,2.702700494402932,0.01708201489526515,,,2.0,1.5811388300841898,29.3973872313989,2.2169435664894817,,,,,,,0.19921191722004053,0.008561552408179551,0.3224137620462029,0.006665632514583587,0.8926377341177716,0.001641973390803856
170,tabkan,higgs,0.7140489546149923,0.004157000825007749,0.731410626595351,0.007573327848791134,0.7904195059619631,0.0031850441820643017,0.5513547780190328,0.0042337017703516855,0.4310312475262643,0.006848595730513928,2.0,1.5811388300841898,17.89599380079999,2.0454306169592718,,,,,,,,,,,,
171,tabkan,jannis,0.7026243696648548,0.003267131856198611,,,,,0.7154407125602065,0.005732421457508996,,,2.0,1.5811388300841898,22.812548890600738,4.888481123269163,,,,,,,0.5384556318405481,0.017480301091118807,0.6970370393628886,0.004191267151391809,0.8623403830798848,0.002776684483492423
172,tabkan,kin8nm,,,,,,,,,,,2.0,1.5811388300841898,3.3074916568009938,0.2747519492004592,0.1552780574635218,0.002913375519732559,0.11899991236748513,0.0020938355499173157,0.6518789027800175,0.02157253522165099,,,,,,
173,tabkan,magictelescope,0.8346728971962616,0.004938701903033807,0.8285205801363456,0.005346921691771853,0.9130159839287275,0.0021399859349830507,0.3676946632771009,0.0011565468703816802,0.6760747663551402,0.006427569668803479,2.0,1.5811388300841898,2.144390757000656,0.5366301875253019,,,,,,,,,,,,
174,tabkan,phoneme,0.861439466923571,0.014139654023118805,0.7544428213729603,0.026006581440832083,0.9268958063729912,0.013601376516286066,0.31189447244675583,0.028254887132610002,0.7148403231461781,0.029153482592373017,2.0,1.5811388300841898,1.46791102480056,0.2744089813853061,,,,,,,,,,,,
175,tabkan,superconduct,,,,,,,,,,,2.0,1.5811388300841898,5.646558731602272,0.19786185442294646,0.8555878039455594,0.009166280232054869,0.6318285045781253,0.005466523782975256,0.15459944089763586,0.009554994772695648,,,,,,
176,tabkan,telco_customer_churn,0.8035156760982252,0.008717023829825591,0.5715001196429674,0.027493642926227458,0.846978588335281,0.013389528235739816,0.4148879699563241,0.013201677201779966,0.5427035660540734,0.04044739687157312,2.0,1.5811388300841898,1.9516380600001866,0.41354051469950087,,,,,,,,,,,,
177,tabkan,wine_quality,,,,,,,,,,,2.0,1.5811388300841898,1.526073954399908,0.2555019787482856,0.6937296876818525,0.021030435476443114,0.5336576896776601,0.01636347484696738,0.3720188867765524,0.02764609521816112,,,,,,
178,tabkan,year_prediction,,,,,,,,,,,2.0,1.5811388300841898,57.78308956159999,0.799662209960914,9.02398762852248,0.14174592079851983,6.28195369720459,0.13539046252739348,0.3143603719160463,0.013322609690307352,,,,,,
179,tabm,adult,0.8603637318781306,0.006042092105856306,0.6840485812590983,0.014880276692595689,0.9164674993787265,0.003334790575987564,0.299824963486599,0.005952088744133574,0.668415646840937,0.006772186238593902,2.0,1.5811388300841898,49.10235424659622,7.333457667071189,,,,,,,,,,,,
180,tabm,amazon_employee,0.945260347129506,0.0012579540299707298,0.9715781436656977,0.0006420165156770672,0.8141948894705976,0.009431897079140618,0.1841169646486537,0.0037900200916507194,0.511894631764106,0.016965402694475308,2.0,1.5811388300841898,12.564617475238629,0.48108285563855663,,,,,,,,,,,,
181,tabm,bank_marketing,0.9097823193171133,0.003937051478062334,0.6000844839816961,0.015898892631655382,0.9389964598679426,0.0016679940305907534,0.19046938682399522,0.002379461287572685,0.7569317793690994,0.01075286587644507,2.0,1.5811388300841898,101.84177239642013,4.4773607189279625,,,,,,,,,,,,
182,tabm,california_housing,,,,,,,,,,,2.0,1.5811388300841898,34.30179047319689,4.614216488728512,0.27531124012553454,0.003943525203878861,0.15101692894131763,0.004536454810332703,0.6967003802591792,0.008694659762587117,,,,,,
183,tabm,cardiovascular_disease,0.7361607142857143,0.00318626176429562,0.7248928811665275,0.004212769333836036,0.8035894032167974,0.0028667475791470227,0.5383963084866179,0.002954856575369325,0.4750391773848871,0.006522688920173761,2.0,1.5811388300841898,59.6436573140003,10.38504718390402,,,,,,,,,,,,
184,tabm,covertype,0.9128375,0.001559121347105463,,,,,0.2201896791967355,0.005351460061355702,,,2.0,1.5811388300841898,149.78098732899525,3.8307241398644702,,,,,,,0.8668824854030694,0.005855154204516414,0.9126307126554114,0.0016242549822792092,0.9843291758974916,0.0009523828351891655
185,tabm,credit_g,0.7625,0.07057243619147635,0.8401506252812148,0.047247065151727226,0.7920758928571429,0.0790693264437302,0.47999278011811536,0.09106469649014934,0.48690476190476195,0.14371641380291914,2.0,1.5811388300841898,1.014579913392663,0.375570415780507,,,,,,,,,,,,
186,tabm,give_me_some_credit,0.9367000000000001,0.0008608226443350784,0.2595625361763709,0.019512682981371997,0.8354928101352208,0.0032237670127968103,0.18666919845866162,0.0013572717423988277,0.5333578317289552,0.0036877446595408084,2.0,1.5811388300841898,63.341633923400515,22.389590346706548,,,,,,,,,,,,
187,tabm,helena,0.3887377422654158,0.004409233066768691,,,,,2.5175085031857316,0.018767663749116845,,,2.0,1.5811388300841898,61.32826212097425,9.545698901199565,,,,,,,0.23431020905800742,0.008890002218796475,0.3508572313102558,0.004117552418944632,0.9106961876346062,0.0015838361977191968
188,tabm,higgs,0.742886282508924,0.004437033986065794,0.7577346751129317,0.004213732861347311,0.8241692844335106,0.0046120981666583774,0.5109104763263723,0.00539358315636187,0.4870375843258611,0.008276638295151299,2.0,1.5811388300841898,187.95687283001607,40.21097825024806,,,,,,,,,,,,
189,tabm,jannis,0.7368553480016932,0.004350122338594241,,,,,0.6505462874862923,0.004025291169079712,,,2.0,1.5811388300841898,113.25742081662175,4.558782916783554,,,,,,,0.5918825936397086,0.0033986824263933864,0.733246504755461,0.004086079074044563,0.8872529861351388,0.0022548435671907877
190,tabm,kin8nm,,,,,,,,,,,2.0,1.5811388300841898,22.642475749203005,0.3655799506640372,0.0662126084099293,0.0012304657871390918,0.05163748983028647,0.0009864555923375466,0.9366291213348769,0.005224320418458755,,,,,,
191,tabm,magictelescope,0.8622429906542056,0.005503316082406474,0.855125785979715,0.005560779226542485,0.9360281247270503,0.003705583522641729,0.3153522173019492,0.0067132491999401175,0.7342056074766355,0.012142341509466694,2.0,1.5811388300841898,28.84889528937638,7.044135256003049,,,,,,,,,,,,
192,tabm,phoneme,0.8910468850353244,0.013580617405324215,0.8093160327895133,0.023883249562356417,0.9519816537184891,0.008230688873888899,0.2560284976389964,0.02175018420955892,0.7754033466740734,0.02774682916003909,2.0,1.5811388300841898,6.68303686878644,1.399559221596385,,,,,,,,,,,,
193,tabm,superconduct,,,,,,,,,,,2.0,1.5811388300841898,34.916936719196386,14.346389322909168,0.858172811096454,0.01808532747382203,0.6248573658903315,0.008166444466278618,0.14948403753531406,0.023820205672789946,,,,,,
194,tabm,telco_customer_churn,0.8075988847929318,0.013514034128404233,0.5991929353827258,0.02664989969762522,0.8487134611198861,0.014736044483291468,0.41253319154281964,0.015376769525336339,0.5516082764124401,0.0458422003387941,2.0,1.5811388300841898,9.410933193238453,3.410249847962566,,,,,,,,,,,,
195,tabm,wine_quality,,,,,,,,,,,2.0,1.5811388300841898,8.258998044382315,1.227361737341579,0.6712977460014783,0.0237780280880231,0.5180540950949473,0.018037719293384925,0.4121140219192533,0.026121877129563317,,,,,,
