dataset,task_type,model,family,train_size,n_train,n_val,n_test,seed,fit_time_s,roc_auc,ks,log_loss,accuracy,rmse,mae,r2
jannis,multiclass,xgboost,gbdt,500,450,50,16747,2,1.794,,,0.886177,0.607392,,,
jannis,multiclass,xgboost,gbdt,1000,900,100,16747,0,2.092,,,0.83792,0.637547,,,
jannis,multiclass,xgboost,gbdt,1000,900,100,16747,1,1.637,,,0.841413,0.635577,,,
jannis,multiclass,xgboost,gbdt,1000,900,100,16747,2,3.036,,,0.848724,0.635039,,,
jannis,multiclass,xgboost,gbdt,2000,1800,200,16747,0,4.325,,,0.813178,0.645668,,,
jannis,multiclass,xgboost,gbdt,2000,1800,200,16747,1,2.859,,,0.819635,0.650385,,,
jannis,multiclass,xgboost,gbdt,2000,1800,200,16747,2,3.475,,,0.805854,0.657371,,,
jannis,multiclass,xgboost,gbdt,4000,3600,400,16747,0,5.766,,,0.775429,0.66603,,,
jannis,multiclass,xgboost,gbdt,4000,3600,400,16747,1,7.718,,,0.773239,0.669672,,,
jannis,multiclass,xgboost,gbdt,4000,3600,400,16747,2,8.128,,,0.768278,0.675882,,,
jannis,multiclass,xgboost,gbdt,8000,7200,800,16747,0,9.989,,,0.74796,0.685914,,,
jannis,multiclass,xgboost,gbdt,8000,7200,800,16747,1,11.515,,,0.748323,0.684063,,,
jannis,multiclass,xgboost,gbdt,8000,7200,800,16747,2,13.021,,,0.741956,0.690153,,,
jannis,multiclass,xgboost,gbdt,16000,14400,1600,16747,0,22.564,,,0.724578,0.696782,,,
jannis,multiclass,xgboost,gbdt,16000,14400,1600,16747,1,20.149,,,0.718957,0.700125,,,
jannis,multiclass,xgboost,gbdt,16000,14400,1600,16747,2,24.738,,,0.721529,0.698812,,,
jannis,multiclass,xgboost,gbdt,32000,28800,3200,16747,0,45.433,,,0.7027,0.710754,,,
jannis,multiclass,xgboost,gbdt,32000,28800,3200,16747,1,42.442,,,0.701849,0.710276,,,
jannis,multiclass,xgboost,gbdt,32000,28800,3200,16747,2,42.942,,,0.70194,0.713262,,,
jannis,multiclass,xgboost,gbdt,64000,57600,6400,16747,0,72.455,,,0.682013,0.72413,,,
jannis,multiclass,xgboost,gbdt,64000,57600,6400,16747,1,70.249,,,0.681319,0.722398,,,
jannis,multiclass,xgboost,gbdt,64000,57600,6400,16747,2,69.723,,,0.681016,0.72407,,,
jannis,multiclass,xgboost,gbdt,66986,60287,6699,16747,0,76.511,,,0.68101,0.723712,,,
jannis,multiclass,xgboost,gbdt,66986,60287,6699,16747,1,63.7,,,0.680335,0.72192,,,
jannis,multiclass,xgboost,gbdt,66986,60287,6699,16747,2,43.687,,,0.680921,0.724667,,,
jannis,multiclass,catboost,gbdt,500,450,50,16747,0,63.052,,,0.919593,0.618678,,,
jannis,multiclass,catboost,gbdt,500,450,50,16747,1,80.921,,,0.927209,0.614498,,,
jannis,multiclass,catboost,gbdt,500,450,50,16747,2,81.903,,,0.912788,0.611333,,,
jannis,multiclass,catboost,gbdt,1000,900,100,16747,0,59.139,,,0.853992,0.636412,,,
jannis,multiclass,catboost,gbdt,1000,900,100,16747,1,58.174,,,0.859958,0.636472,,,
jannis,multiclass,catboost,gbdt,1000,900,100,16747,2,81.417,,,0.858928,0.633188,,,
jannis,multiclass,catboost,gbdt,2000,1800,200,16747,0,47.405,,,0.825084,0.644295,,,
jannis,multiclass,catboost,gbdt,2000,1800,200,16747,1,33.037,,,0.828425,0.649071,,,
jannis,multiclass,catboost,gbdt,2000,1800,200,16747,2,44.473,,,0.817281,0.651639,,,
jannis,multiclass,catboost,gbdt,4000,3600,400,16747,0,37.148,,,0.789129,0.660536,,,
jannis,multiclass,catboost,gbdt,4000,3600,400,16747,1,67.959,,,0.785342,0.666269,,,
jannis,multiclass,catboost,gbdt,4000,3600,400,16747,2,45.882,,,0.782549,0.670269,,,
jannis,multiclass,catboost,gbdt,8000,7200,800,16747,0,42.527,,,0.75653,0.683466,,,
jannis,multiclass,catboost,gbdt,8000,7200,800,16747,1,40.753,,,0.755449,0.682212,,,
jannis,multiclass,catboost,gbdt,8000,7200,800,16747,2,49.872,,,0.752839,0.684361,,,
jannis,multiclass,catboost,gbdt,16000,14400,1600,16747,0,57.421,,,0.728443,0.698692,,,
jannis,multiclass,catboost,gbdt,16000,14400,1600,16747,1,54.511,,,0.726692,0.699409,,,
jannis,multiclass,catboost,gbdt,16000,14400,1600,16747,2,65.702,,,0.728375,0.699349,,,
jannis,multiclass,catboost,gbdt,32000,28800,3200,16747,0,87.171,,,0.706496,0.710933,,,
jannis,multiclass,catboost,gbdt,32000,28800,3200,16747,1,64.13,,,0.707729,0.710396,,,
jannis,multiclass,catboost,gbdt,32000,28800,3200,16747,2,72.256,,,0.705367,0.712247,,,
jannis,multiclass,catboost,gbdt,64000,57600,6400,16747,0,105.254,,,0.683645,0.724428,,,
jannis,multiclass,catboost,gbdt,64000,57600,6400,16747,1,104.35,,,0.683824,0.723055,,,
jannis,multiclass,catboost,gbdt,64000,57600,6400,16747,2,104.771,,,0.68355,0.72604,,,
jannis,multiclass,catboost,gbdt,66986,60287,6699,16747,0,105.289,,,0.683229,0.723294,,,
jannis,multiclass,catboost,gbdt,66986,60287,6699,16747,1,105.154,,,0.684357,0.724727,,,
jannis,multiclass,catboost,gbdt,66986,60287,6699,16747,2,104.621,,,0.683045,0.723831,,,
jannis,multiclass,tabm,deep_learning,500,450,50,16747,0,0.493,,,0.87581,0.618141,,,
jannis,multiclass,tabm,deep_learning,500,450,50,16747,1,0.869,,,0.909539,0.606795,,,
jannis,multiclass,tabm,deep_learning,500,450,50,16747,2,0.841,,,0.89375,0.612647,,,
jannis,multiclass,tabm,deep_learning,1000,900,100,16747,0,1.048,,,0.857507,0.62656,,,
jannis,multiclass,tabm,deep_learning,1000,900,100,16747,1,1.034,,,0.840617,0.632949,,,
jannis,multiclass,tabm,deep_learning,1000,900,100,16747,2,1.226,,,0.856503,0.63062,,,
jannis,multiclass,tabm,deep_learning,2000,1800,200,16747,0,3.032,,,0.82239,0.638443,,,
jannis,multiclass,tabm,deep_learning,2000,1800,200,16747,1,2.098,,,0.836458,0.6391,,,
jannis,multiclass,tabm,deep_learning,2000,1800,200,16747,2,4.227,,,0.812656,0.649788,,,
jannis,multiclass,tabm,deep_learning,4000,3600,400,16747,0,5.613,,,0.776563,0.666627,,,
jannis,multiclass,tabm,deep_learning,4000,3600,400,16747,1,4.864,,,0.768874,0.670747,,,
jannis,multiclass,tabm,deep_learning,4000,3600,400,16747,2,5.073,,,0.771868,0.673135,,,
jannis,multiclass,tabm,deep_learning,8000,7200,800,16747,0,8.929,,,0.742141,0.690571,,,
jannis,multiclass,tabm,deep_learning,8000,7200,800,16747,1,12.319,,,0.728269,0.691885,,,
jannis,multiclass,tabm,deep_learning,8000,7200,800,16747,2,7.51,,,0.741596,0.687586,,,
jannis,multiclass,tabm,deep_learning,16000,14400,1600,16747,0,23.771,,,0.708663,0.708545,,,
jannis,multiclass,tabm,deep_learning,16000,14400,1600,16747,1,15.755,,,0.71155,0.702633,,,
jannis,multiclass,tabm,deep_learning,16000,14400,1600,16747,2,18.516,,,0.711934,0.703589,,,
jannis,multiclass,tabm,deep_learning,32000,28800,3200,16747,0,79.317,,,0.678256,0.722398,,,
jannis,multiclass,tabm,deep_learning,32000,28800,3200,16747,1,51.791,,,0.681925,0.720069,,,
jannis,multiclass,tabm,deep_learning,32000,28800,3200,16747,2,50.213,,,0.684754,0.71995,,,
jannis,multiclass,tabm,deep_learning,64000,57600,6400,16747,0,160.334,,,0.658288,0.733146,,,
jannis,multiclass,tabm,deep_learning,64000,57600,6400,16747,1,118.143,,,0.659211,0.731355,,,
jannis,multiclass,tabm,deep_learning,64000,57600,6400,16747,2,134.223,,,0.660912,0.729205,,,
jannis,multiclass,tabm,deep_learning,66986,60287,6699,16747,0,174.371,,,0.655136,0.732071,,,
jannis,multiclass,tabm,deep_learning,66986,60287,6699,16747,1,97.896,,,0.663314,0.731176,,,
jannis,multiclass,tabm,deep_learning,66986,60287,6699,16747,2,190.815,,,0.657429,0.733027,,,
jannis,multiclass,realmlp,deep_learning,500,450,50,16747,0,0.612,,,0.942792,0.597779,,,
jannis,multiclass,realmlp,deep_learning,500,450,50,16747,1,1.161,,,2.856685,0.57885,,,
jannis,multiclass,realmlp,deep_learning,500,450,50,16747,2,0.918,,,1.121695,0.575028,,,
jannis,multiclass,realmlp,deep_learning,1000,900,100,16747,0,0.714,,,0.857814,0.6225,,,
jannis,multiclass,realmlp,deep_learning,1000,900,100,16747,1,0.735,,,0.861936,0.621962,,,
jannis,multiclass,realmlp,deep_learning,1000,900,100,16747,2,1.136,,,1.331535,0.591807,,,
jannis,multiclass,realmlp,deep_learning,2000,1800,200,16747,0,1.334,,,0.832683,0.637547,,,
jannis,multiclass,realmlp,deep_learning,2000,1800,200,16747,1,1.448,,,0.862367,0.646026,,,
jannis,multiclass,realmlp,deep_learning,2000,1800,200,16747,2,1.787,,,1.265619,0.626918,,,
jannis,multiclass,realmlp,deep_learning,4000,3600,400,16747,0,2.847,,,0.875556,0.657849,,,
jannis,multiclass,realmlp,deep_learning,4000,3600,400,16747,1,2.513,,,0.83742,0.640473,,,
jannis,multiclass,realmlp,deep_learning,4000,3600,400,16747,2,3.074,,,0.961997,0.653908,,,
jannis,multiclass,realmlp,deep_learning,8000,7200,800,16747,0,4.992,,,0.784755,0.675464,,,
jannis,multiclass,realmlp,deep_learning,8000,7200,800,16747,1,5.894,,,0.885025,0.668299,,,
jannis,multiclass,realmlp,deep_learning,8000,7200,800,16747,2,4.816,,,0.780007,0.670628,,,
jannis,multiclass,realmlp,deep_learning,16000,14400,1600,16747,0,11.536,,,0.773975,0.689138,,,
jannis,multiclass,realmlp,deep_learning,16000,14400,1600,16747,1,10.076,,,0.737714,0.691467,,,
jannis,multiclass,realmlp,deep_learning,16000,14400,1600,16747,2,10.714,,,0.748502,0.693258,,,
jannis,multiclass,realmlp,deep_learning,32000,28800,3200,16747,0,21.988,,,0.713413,0.705917,,,
jannis,multiclass,realmlp,deep_learning,32000,28800,3200,16747,1,23.527,,,0.739172,0.706395,,,
jannis,multiclass,realmlp,deep_learning,32000,28800,3200,16747,2,23.034,,,0.712531,0.710993,,,
jannis,multiclass,realmlp,deep_learning,64000,57600,6400,16747,0,48.186,,,0.688426,0.724189,,,
jannis,multiclass,realmlp,deep_learning,64000,57600,6400,16747,1,49.431,,,0.69265,0.721741,,,
jannis,multiclass,realmlp,deep_learning,64000,57600,6400,16747,2,46.669,,,0.684861,0.72001,,,
jannis,multiclass,realmlp,deep_learning,66986,60287,6699,16747,0,50.297,,,0.682568,0.723353,,,
jannis,multiclass,realmlp,deep_learning,66986,60287,6699,16747,1,51.282,,,0.687913,0.724787,,,
jannis,multiclass,realmlp,deep_learning,66986,60287,6699,16747,2,49.062,,,0.683643,0.721323,,,
jannis,multiclass,ft_transformer,deep_learning,500,450,50,16747,0,0.71,,,0.946385,0.553532,,,
jannis,multiclass,ft_transformer,deep_learning,500,450,50,16747,1,1.494,,,0.938796,0.610259,,,
jannis,multiclass,ft_transformer,deep_learning,500,450,50,16747,2,1.242,,,0.907436,0.601421,,,
jannis,multiclass,ft_transformer,deep_learning,1000,900,100,16747,0,2.417,,,0.898791,0.626679,,,
jannis,multiclass,ft_transformer,deep_learning,1000,900,100,16747,1,1.254,,,0.889937,0.614797,,,
jannis,multiclass,ft_transformer,deep_learning,1000,900,100,16747,2,2.149,,,0.880172,0.622619,,,
jannis,multiclass,ft_transformer,deep_learning,2000,1800,200,16747,0,2.812,,,0.863822,0.627038,,,
jannis,multiclass,ft_transformer,deep_learning,2000,1800,200,16747,1,3.517,,,0.848283,0.635875,,,
jannis,multiclass,ft_transformer,deep_learning,2000,1800,200,16747,2,6.653,,,0.824123,0.637547,,,
jannis,multiclass,ft_transformer,deep_learning,4000,3600,400,16747,0,8.436,,,0.800721,0.650743,,,
jannis,multiclass,ft_transformer,deep_learning,4000,3600,400,16747,1,8.102,,,0.789037,0.658088,,,
jannis,multiclass,ft_transformer,deep_learning,4000,3600,400,16747,2,6.909,,,0.802192,0.65152,,,
jannis,multiclass,ft_transformer,deep_learning,8000,7200,800,16747,0,14.677,,,0.769965,0.673374,,,
jannis,multiclass,ft_transformer,deep_learning,8000,7200,800,16747,1,15.847,,,0.76392,0.6806,,,
jannis,multiclass,ft_transformer,deep_learning,8000,7200,800,16747,2,12.65,,,0.763037,0.671583,,,
jannis,multiclass,ft_transformer,deep_learning,16000,14400,1600,16747,0,27.31,,,0.739287,0.695528,,,
jannis,multiclass,ft_transformer,deep_learning,16000,14400,1600,16747,1,26.25,,,0.737578,0.696543,,,
jannis,multiclass,ft_transformer,deep_learning,16000,14400,1600,16747,2,32.077,,,0.731784,0.695528,,,
jannis,multiclass,ft_transformer,deep_learning,32000,28800,3200,16747,0,82.96,,,0.705359,0.71362,,,
jannis,multiclass,ft_transformer,deep_learning,32000,28800,3200,16747,1,60.564,,,0.7078,0.710336,,,
jannis,multiclass,ft_transformer,deep_learning,32000,28800,3200,16747,2,67.824,,,0.705119,0.71583,,,
jannis,multiclass,ft_transformer,deep_learning,64000,57600,6400,16747,0,158.146,,,0.681807,0.725563,,,
jannis,multiclass,ft_transformer,deep_learning,64000,57600,6400,16747,1,157.73,,,0.678113,0.724906,,,
jannis,multiclass,ft_transformer,deep_learning,64000,57600,6400,16747,2,143.784,,,0.676903,0.726399,,,
jannis,multiclass,ft_transformer,deep_learning,66986,60287,6699,16747,0,168.681,,,0.68038,0.729325,,,
jannis,multiclass,ft_transformer,deep_learning,66986,60287,6699,16747,1,152.55,,,0.675972,0.727892,,,
jannis,multiclass,ft_transformer,deep_learning,66986,60287,6699,16747,2,165.64,,,0.674838,0.727175,,,
jannis,multiclass,tabpfn,foundation_model,500,450,50,16747,0,0.642,,,0.822672,0.644772,,,
jannis,multiclass,tabpfn,foundation_model,500,450,50,16747,1,0.093,,,0.821135,0.640413,,,
jannis,multiclass,tabpfn,foundation_model,500,450,50,16747,2,0.091,,,0.835106,0.636233,,,
jannis,multiclass,tabpfn,foundation_model,1000,900,100,16747,0,0.117,,,0.804569,0.659103,,,
jannis,multiclass,tabpfn,foundation_model,1000,900,100,16747,1,0.116,,,0.782779,0.663223,,,
jannis,multiclass,tabpfn,foundation_model,1000,900,100,16747,2,0.119,,,0.796176,0.665731,,,
jannis,multiclass,tabpfn,foundation_model,2000,1800,200,16747,0,0.173,,,0.765082,0.673195,,,
jannis,multiclass,tabpfn,foundation_model,2000,1800,200,16747,1,0.17,,,0.753618,0.678569,,,
jannis,multiclass,tabpfn,foundation_model,2000,1800,200,16747,2,0.17,,,0.748751,0.689855,,,
jannis,multiclass,tabpfn,foundation_model,4000,3600,400,16747,0,0.27,,,0.73244,0.69499,,,
jannis,multiclass,tabpfn,foundation_model,4000,3600,400,16747,1,0.319,,,0.72669,0.69511,,,
jannis,multiclass,tabpfn,foundation_model,4000,3600,400,16747,2,0.316,,,0.727999,0.696423,,,
jannis,multiclass,tabpfn,foundation_model,8000,7200,800,16747,0,0.553,,,0.705065,0.715651,,,
jannis,multiclass,tabpfn,foundation_model,8000,7200,800,16747,1,0.63,,,0.70406,0.710814,,,
jannis,multiclass,tabpfn,foundation_model,8000,7200,800,16747,2,0.541,,,0.703097,0.709202,,,
jannis,multiclass,tabpfn,foundation_model,16000,14400,1600,16747,0,1.008,,,0.683898,0.722159,,,
jannis,multiclass,tabpfn,foundation_model,16000,14400,1600,16747,1,0.921,,,0.680735,0.72198,,,
jannis,multiclass,tabpfn,foundation_model,16000,14400,1600,16747,2,0.912,,,0.6881,0.71989,,,
jannis,multiclass,tabpfn,foundation_model,32000,28800,3200,16747,0,1.777,,,0.671057,0.729444,,,
jannis,multiclass,tabpfn,foundation_model,32000,28800,3200,16747,1,1.835,,,0.668246,0.730817,,,
jannis,multiclass,tabpfn,foundation_model,32000,28800,3200,16747,2,1.892,,,0.6709,0.72831,,,
year_prediction,regression,xgboost,gbdt,500,450,50,20000,0,0.518,,,,,10.025427,7.254477,0.143134
year_prediction,regression,xgboost,gbdt,500,450,50,20000,1,0.492,,,,,10.039042,7.279324,0.140806
year_prediction,regression,xgboost,gbdt,500,450,50,20000,2,0.287,,,,,10.060333,7.376537,0.137157
year_prediction,regression,xgboost,gbdt,1000,900,100,20000,0,1.072,,,,,9.767645,6.975702,0.186633
year_prediction,regression,xgboost,gbdt,1000,900,100,20000,1,1.425,,,,,9.699283,7.085987,0.197978
year_prediction,regression,xgboost,gbdt,1000,900,100,20000,2,1.071,,,,,9.652319,6.975156,0.205726
year_prediction,regression,xgboost,gbdt,2000,1800,200,20000,0,2.189,,,,,9.516198,6.822095,0.22797
year_prediction,regression,xgboost,gbdt,2000,1800,200,20000,1,1.226,,,,,9.548521,6.873758,0.222717
year_prediction,regression,xgboost,gbdt,2000,1800,200,20000,2,1.868,,,,,9.431751,6.759819,0.241612
year_prediction,regression,xgboost,gbdt,4000,3600,400,20000,0,5.178,,,,,9.342723,6.667461,0.255861
year_prediction,regression,xgboost,gbdt,4000,3600,400,20000,1,5.327,,,,,9.323477,6.612035,0.258924
year_prediction,regression,xgboost,gbdt,4000,3600,400,20000,2,4.544,,,,,9.312376,6.635548,0.260688
year_prediction,regression,xgboost,gbdt,8000,7200,800,20000,0,11.056,,,,,9.161551,6.494465,0.284442
year_prediction,regression,xgboost,gbdt,8000,7200,800,20000,1,9.163,,,,,9.14868,6.484537,0.286451
year_prediction,regression,xgboost,gbdt,8000,7200,800,20000,2,9.722,,,,,9.14011,6.502593,0.287787
year_prediction,regression,xgboost,gbdt,16000,14400,1600,20000,0,20.805,,,,,8.989554,6.318111,0.311057
year_prediction,regression,xgboost,gbdt,16000,14400,1600,20000,1,28.796,,,,,8.948713,6.336937,0.317303
year_prediction,regression,xgboost,gbdt,16000,14400,1600,20000,2,19.329,,,,,9.004517,6.340335,0.308762
year_prediction,regression,xgboost,gbdt,32000,28800,3200,20000,0,34.725,,,,,8.845709,6.215567,0.332929
year_prediction,regression,xgboost,gbdt,32000,28800,3200,20000,1,23.833,,,,,8.832708,6.212483,0.334888
year_prediction,regression,xgboost,gbdt,32000,28800,3200,20000,2,25.661,,,,,8.872107,6.239056,0.328941
year_prediction,regression,xgboost,gbdt,64000,57600,6400,20000,0,58.828,,,,,8.732481,6.093396,0.349897
year_prediction,regression,xgboost,gbdt,64000,57600,6400,20000,1,59.212,,,,,8.712487,6.103592,0.352871
year_prediction,regression,xgboost,gbdt,64000,57600,6400,20000,2,51.24,,,,,8.741646,6.125965,0.348532
year_prediction,regression,xgboost,gbdt,80000,72000,8000,20000,0,62.01,,,,,8.690896,6.067454,0.356074
year_prediction,regression,xgboost,gbdt,80000,72000,8000,20000,1,62.086,,,,,8.680007,6.066555,0.357687
year_prediction,regression,xgboost,gbdt,80000,72000,8000,20000,2,61.502,,,,,8.686823,6.077278,0.356677
year_prediction,regression,catboost,gbdt,500,450,50,20000,0,9.578,,,,,10.164918,7.453649,0.119124
year_prediction,regression,catboost,gbdt,500,450,50,20000,1,7.882,,,,,10.153243,7.463028,0.121146
year_prediction,regression,catboost,gbdt,500,450,50,20000,2,4.77,,,,,10.14857,7.475066,0.121955
year_prediction,regression,catboost,gbdt,1000,900,100,20000,0,6.683,,,,,9.980732,7.208214,0.150757
year_prediction,regression,catboost,gbdt,1000,900,100,20000,1,9.962,,,,,9.829985,7.152094,0.176217
year_prediction,regression,catboost,gbdt,1000,900,100,20000,2,8.804,,,,,9.812457,7.137277,0.179153
year_prediction,regression,catboost,gbdt,2000,1800,200,20000,0,6.314,,,,,9.637846,6.919174,0.208106
year_prediction,regression,catboost,gbdt,2000,1800,200,20000,1,5.448,,,,,9.632774,6.973959,0.20894
year_prediction,regression,catboost,gbdt,2000,1800,200,20000,2,10.513,,,,,9.457824,6.781158,0.237413
year_prediction,regression,catboost,gbdt,4000,3600,400,20000,0,10.651,,,,,9.321611,6.633414,0.259221
year_prediction,regression,catboost,gbdt,4000,3600,400,20000,1,9.331,,,,,9.334142,6.616589,0.257228
year_prediction,regression,catboost,gbdt,4000,3600,400,20000,2,5.961,,,,,9.32401,6.641613,0.258839
year_prediction,regression,catboost,gbdt,8000,7200,800,20000,0,10.819,,,,,9.125447,6.442576,0.29007
year_prediction,regression,catboost,gbdt,8000,7200,800,20000,1,8.997,,,,,9.154923,6.488928,0.285477
year_prediction,regression,catboost,gbdt,8000,7200,800,20000,2,7.875,,,,,9.124932,6.47237,0.290151
year_prediction,regression,catboost,gbdt,16000,14400,1600,20000,0,10.888,,,,,8.986159,6.31011,0.311577
year_prediction,regression,catboost,gbdt,16000,14400,1600,20000,1,14.042,,,,,8.958025,6.332519,0.315881
year_prediction,regression,catboost,gbdt,16000,14400,1600,20000,2,10.598,,,,,9.009995,6.334184,0.30792
year_prediction,regression,catboost,gbdt,32000,28800,3200,20000,0,13.302,,,,,8.87641,6.232155,0.32829
year_prediction,regression,catboost,gbdt,32000,28800,3200,20000,1,15.02,,,,,8.837458,6.222692,0.334173
year_prediction,regression,catboost,gbdt,32000,28800,3200,20000,2,21.327,,,,,8.844148,6.225117,0.333164
year_prediction,regression,catboost,gbdt,64000,57600,6400,20000,0,29.594,,,,,8.745334,6.12256,0.347982
year_prediction,regression,catboost,gbdt,64000,57600,6400,20000,1,19.663,,,,,8.742302,6.132238,0.348434
year_prediction,regression,catboost,gbdt,64000,57600,6400,20000,2,24.981,,,,,8.757835,6.14782,0.346116
year_prediction,regression,catboost,gbdt,80000,72000,8000,20000,0,25.57,,,,,8.728991,6.114145,0.350416
year_prediction,regression,catboost,gbdt,80000,72000,8000,20000,1,36.264,,,,,8.704647,6.098111,0.354035
year_prediction,regression,catboost,gbdt,80000,72000,8000,20000,2,39.422,,,,,8.709144,6.109021,0.353367
year_prediction,regression,tabm,deep_learning,500,450,50,20000,0,0.643,,,,,1089.980875,1026.801928,-10127.489358
year_prediction,regression,tabm,deep_learning,500,450,50,20000,1,1.937,,,,,524.779966,373.467258,-2346.801712
year_prediction,regression,tabm,deep_learning,500,450,50,20000,2,1.764,,,,,543.072193,386.987558,-2513.328704
year_prediction,regression,tabm,deep_learning,1000,900,100,20000,0,3.056,,,,,236.016135,161.368653,-473.887032
year_prediction,regression,tabm,deep_learning,1000,900,100,20000,1,3.051,,,,,304.111231,207.267643,-787.44579
year_prediction,regression,tabm,deep_learning,1000,900,100,20000,2,3.051,,,,,316.623212,218.945354,-853.658118
year_prediction,regression,tabm,deep_learning,2000,1800,200,20000,0,5.797,,,,,82.011569,44.068211,-56.339931
year_prediction,regression,tabm,deep_learning,2000,1800,200,20000,1,6.203,,,,,92.805084,52.283409,-72.426099
year_prediction,regression,tabm,deep_learning,2000,1800,200,20000,2,6.416,,,,,77.746168,41.350752,-50.530565
year_prediction,regression,tabm,deep_learning,4000,3600,400,20000,0,12.141,,,,,30.967531,16.102817,-7.175608
year_prediction,regression,tabm,deep_learning,4000,3600,400,20000,1,12.083,,,,,40.073885,21.900178,-12.690831
year_prediction,regression,tabm,deep_learning,4000,3600,400,20000,2,10.975,,,,,37.700389,19.173579,-11.117097
year_prediction,regression,tabm,deep_learning,8000,7200,800,20000,0,23.554,,,,,11.381349,7.173603,-0.104319
year_prediction,regression,tabm,deep_learning,8000,7200,800,20000,1,24.082,,,,,12.973006,9.007658,-0.434789
year_prediction,regression,tabm,deep_learning,8000,7200,800,20000,2,23.836,,,,,13.60722,9.263631,-0.578504
year_prediction,regression,tabm,deep_learning,16000,14400,1600,20000,0,46.209,,,,,9.401238,6.434683,0.246511
year_prediction,regression,tabm,deep_learning,16000,14400,1600,20000,1,44.867,,,,,9.352114,6.681441,0.254365
year_prediction,regression,tabm,deep_learning,16000,14400,1600,20000,2,42.175,,,,,9.582084,6.563736,0.217243
year_prediction,regression,tabm,deep_learning,32000,28800,3200,20000,0,90.943,,,,,9.009528,6.435881,0.307992
year_prediction,regression,tabm,deep_learning,32000,28800,3200,20000,1,89.976,,,,,9.122578,6.27951,0.290517
year_prediction,regression,tabm,deep_learning,32000,28800,3200,20000,2,92.661,,,,,9.028131,6.331828,0.305131
year_prediction,regression,tabm,deep_learning,64000,57600,6400,20000,0,183.131,,,,,8.822531,6.105367,0.33642
year_prediction,regression,tabm,deep_learning,64000,57600,6400,20000,1,184.426,,,,,8.853185,6.173728,0.331801
year_prediction,regression,tabm,deep_learning,64000,57600,6400,20000,2,147.393,,,,,8.923385,6.284874,0.321162
year_prediction,regression,tabm,deep_learning,80000,72000,8000,20000,0,148.379,,,,,8.903549,6.239401,0.324177
year_prediction,regression,tabm,deep_learning,80000,72000,8000,20000,1,157.009,,,,,8.910581,6.187757,0.323109
year_prediction,regression,tabm,deep_learning,80000,72000,8000,20000,2,216.159,,,,,8.840131,6.272274,0.33377
year_prediction,regression,realmlp,deep_learning,500,450,50,20000,0,1.318,,,,,10.512026,7.137857,0.057937
year_prediction,regression,realmlp,deep_learning,500,450,50,20000,1,0.348,,,,,10.856781,8.452168,-0.004868
year_prediction,regression,realmlp,deep_learning,500,450,50,20000,2,0.843,,,,,10.071256,6.743833,0.135283
year_prediction,regression,realmlp,deep_learning,1000,900,100,20000,0,1.384,,,,,9.774943,6.628985,0.185417
year_prediction,regression,realmlp,deep_learning,1000,900,100,20000,1,1.366,,,,,9.5682,6.742136,0.21951
year_prediction,regression,realmlp,deep_learning,1000,900,100,20000,2,1.359,,,,,9.416031,6.401364,0.244138
year_prediction,regression,realmlp,deep_learning,2000,1800,200,20000,0,1.49,,,,,9.597139,6.539582,0.214782
year_prediction,regression,realmlp,deep_learning,2000,1800,200,20000,1,1.664,,,,,9.247696,6.340581,0.270922
year_prediction,regression,realmlp,deep_learning,2000,1800,200,20000,2,1.664,,,,,9.329474,6.31148,0.25797
year_prediction,regression,realmlp,deep_learning,4000,3600,400,20000,0,3.19,,,,,9.254003,6.373839,0.269927
year_prediction,regression,realmlp,deep_learning,4000,3600,400,20000,1,3.376,,,,,9.185458,6.495021,0.280703
year_prediction,regression,realmlp,deep_learning,4000,3600,400,20000,2,2.441,,,,,9.160144,6.313318,0.284662
year_prediction,regression,realmlp,deep_learning,8000,7200,800,20000,0,3.731,,,,,9.117698,6.647892,0.291276
year_prediction,regression,realmlp,deep_learning,8000,7200,800,20000,1,3.548,,,,,9.10245,6.224989,0.293644
year_prediction,regression,realmlp,deep_learning,8000,7200,800,20000,2,5.135,,,,,9.06582,6.492972,0.299318
year_prediction,regression,realmlp,deep_learning,16000,14400,1600,20000,0,9.689,,,,,8.895914,6.118352,0.325335
year_prediction,regression,realmlp,deep_learning,16000,14400,1600,20000,1,7.818,,,,,8.873578,6.171115,0.328719
year_prediction,regression,realmlp,deep_learning,16000,14400,1600,20000,2,9.405,,,,,8.842766,6.100376,0.333373
year_prediction,regression,realmlp,deep_learning,32000,28800,3200,20000,0,15.569,,,,,8.816024,6.010343,0.337398
year_prediction,regression,realmlp,deep_learning,32000,28800,3200,20000,1,15.326,,,,,8.760778,6.079155,0.345677
year_prediction,regression,realmlp,deep_learning,32000,28800,3200,20000,2,15.1,,,,,8.86597,5.989185,0.329869
year_prediction,regression,realmlp,deep_learning,64000,57600,6400,20000,0,34.847,,,,,8.667947,5.964465,0.35947
year_prediction,regression,realmlp,deep_learning,64000,57600,6400,20000,1,34.458,,,,,8.664061,5.909337,0.360044
year_prediction,regression,realmlp,deep_learning,64000,57600,6400,20000,2,33.109,,,,,8.670157,6.009895,0.359143
year_prediction,regression,realmlp,deep_learning,80000,72000,8000,20000,0,43.046,,,,,8.622793,5.890479,0.366126
year_prediction,regression,realmlp,deep_learning,80000,72000,8000,20000,1,44.721,,,,,8.598505,5.868793,0.369692
