dataset,task_type,model,family,train_size,n_train,n_val,n_test,seed,fit_time_s,roc_auc,ks,log_loss,accuracy,rmse,mae,r2
higgs,binary,catboost,gbdt,78440,70596,7844,19610,0,11.997,0.811494,0.462641,0.526337,0.730138,,,
higgs,binary,catboost,gbdt,78440,70596,7844,19610,1,11.705,0.811586,0.464376,0.526446,0.731973,,,
higgs,binary,catboost,gbdt,78440,70596,7844,19610,2,11.178,0.810879,0.463007,0.527512,0.729373,,,
higgs,binary,tabm,deep_learning,500,450,50,19610,0,0.347,0.593833,0.149191,0.679354,0.578837,,,
higgs,binary,tabm,deep_learning,500,450,50,19610,1,0.611,0.63016,0.187988,0.664624,0.593728,,,
higgs,binary,tabm,deep_learning,500,450,50,19610,2,0.397,0.559047,0.092134,0.686151,0.545742,,,
higgs,binary,tabm,deep_learning,1000,900,100,19610,0,1.553,0.684116,0.266234,0.648878,0.634676,,,
higgs,binary,tabm,deep_learning,1000,900,100,19610,1,1.097,0.702493,0.297319,0.6247,0.648088,,,
higgs,binary,tabm,deep_learning,1000,900,100,19610,2,1.153,0.722803,0.343506,0.61846,0.670984,,,
higgs,binary,tabm,deep_learning,2000,1800,200,19610,0,2.131,0.702685,0.296962,0.628979,0.646915,,,
higgs,binary,tabm,deep_learning,2000,1800,200,19610,1,2.336,0.719744,0.329902,0.615655,0.664712,,,
higgs,binary,tabm,deep_learning,2000,1800,200,19610,2,3.011,0.740367,0.365486,0.600782,0.67333,,,
higgs,binary,tabm,deep_learning,4000,3600,400,19610,0,4.946,0.760434,0.389736,0.580923,0.694085,,,
higgs,binary,tabm,deep_learning,4000,3600,400,19610,1,7.575,0.762797,0.390667,0.579463,0.693116,,,
higgs,binary,tabm,deep_learning,4000,3600,400,19610,2,4.764,0.765115,0.393211,0.578408,0.693626,,,
higgs,binary,tabm,deep_learning,8000,7200,800,19610,0,9.227,0.78104,0.415559,0.560488,0.707292,,,
higgs,binary,tabm,deep_learning,8000,7200,800,19610,1,8.9,0.78074,0.422032,0.561116,0.708669,,,
higgs,binary,tabm,deep_learning,8000,7200,800,19610,2,10.313,0.786588,0.427345,0.553302,0.710658,,,
higgs,binary,tabm,deep_learning,16000,14400,1600,19610,0,18.504,0.797963,0.440272,0.54168,0.719378,,,
higgs,binary,tabm,deep_learning,16000,14400,1600,19610,1,24.913,0.799144,0.441317,0.540966,0.719939,,,
higgs,binary,tabm,deep_learning,16000,14400,1600,19610,2,16.063,0.79568,0.439742,0.543714,0.716012,,,
higgs,binary,tabm,deep_learning,32000,28800,3200,19610,0,55.044,0.811689,0.467407,0.526392,0.732585,,,
higgs,binary,tabm,deep_learning,32000,28800,3200,19610,1,41.043,0.806164,0.458902,0.53258,0.727231,,,
higgs,binary,tabm,deep_learning,32000,28800,3200,19610,2,42.145,0.808699,0.45942,0.52949,0.728506,,,
higgs,binary,tabm,deep_learning,64000,57600,6400,19610,0,95.586,0.817256,0.47269,0.51988,0.735135,,,
higgs,binary,tabm,deep_learning,64000,57600,6400,19610,1,178.795,0.820005,0.478492,0.516986,0.737736,,,
higgs,binary,tabm,deep_learning,64000,57600,6400,19610,2,137.653,0.818968,0.477323,0.517728,0.739011,,,
higgs,binary,tabm,deep_learning,78440,70596,7844,19610,0,146.628,0.820852,0.481776,0.515095,0.737685,,,
higgs,binary,tabm,deep_learning,78440,70596,7844,19610,1,221.523,0.821979,0.483617,0.513885,0.741152,,,
higgs,binary,tabm,deep_learning,78440,70596,7844,19610,2,166.654,0.820428,0.482325,0.515939,0.739878,,,
higgs,binary,realmlp,deep_learning,500,450,50,19610,0,0.209,0.595605,0.144573,0.864409,0.577409,,,
higgs,binary,realmlp,deep_learning,500,450,50,19610,1,0.759,0.610593,0.162755,0.843357,0.580622,,,
higgs,binary,realmlp,deep_learning,500,450,50,19610,2,0.753,0.590273,0.136965,0.86544,0.569097,,,
higgs,binary,realmlp,deep_learning,1000,900,100,19610,0,1.513,0.62221,0.181804,0.808274,0.587914,,,
higgs,binary,realmlp,deep_learning,1000,900,100,19610,1,1.311,0.629323,0.192605,0.82504,0.595869,,,
higgs,binary,realmlp,deep_learning,1000,900,100,19610,2,0.752,0.619997,0.179315,0.953968,0.588016,,,
higgs,binary,realmlp,deep_learning,2000,1800,200,19610,0,0.831,0.677985,0.25862,0.720168,0.633554,,,
higgs,binary,realmlp,deep_learning,2000,1800,200,19610,1,0.868,0.656296,0.22988,0.831356,0.617644,,,
higgs,binary,realmlp,deep_learning,2000,1800,200,19610,2,1.818,0.671952,0.252255,0.758325,0.626364,,,
higgs,binary,realmlp,deep_learning,4000,3600,400,19610,0,1.758,0.694517,0.286393,0.729626,0.641917,,,
higgs,binary,realmlp,deep_learning,4000,3600,400,19610,1,7.44,0.681065,0.267722,0.902077,0.631617,,,
higgs,binary,realmlp,deep_learning,4000,3600,400,19610,2,1.948,0.684634,0.277972,0.767457,0.640847,,,
higgs,binary,realmlp,deep_learning,8000,7200,800,19610,0,3.802,0.716456,0.326829,0.742362,0.664559,,,
higgs,binary,realmlp,deep_learning,8000,7200,800,19610,1,3.231,0.743351,0.361785,0.601389,0.678072,,,
higgs,binary,realmlp,deep_learning,8000,7200,800,19610,2,3.47,0.759743,0.382163,0.591659,0.68562,,,
higgs,binary,realmlp,deep_learning,16000,14400,1600,19610,0,7.181,0.780408,0.415269,0.56175,0.706068,,,
higgs,binary,realmlp,deep_learning,16000,14400,1600,19610,1,7.448,0.791186,0.431638,0.551104,0.713463,,,
higgs,binary,realmlp,deep_learning,16000,14400,1600,19610,2,6.654,0.784004,0.422736,0.558233,0.709893,,,
higgs,binary,realmlp,deep_learning,32000,28800,3200,19610,0,15.432,0.802793,0.455839,0.538299,0.723559,,,
higgs,binary,realmlp,deep_learning,32000,28800,3200,19610,1,15.428,0.797184,0.438952,0.543523,0.719327,,,
higgs,binary,realmlp,deep_learning,32000,28800,3200,19610,2,16.841,0.800505,0.4485,0.540351,0.722743,,,
higgs,binary,realmlp,deep_learning,64000,57600,6400,19610,0,32.0,0.812451,0.469029,0.528764,0.732228,,,
higgs,binary,realmlp,deep_learning,64000,57600,6400,19610,1,32.886,0.810973,0.467361,0.528558,0.73386,,,
higgs,binary,realmlp,deep_learning,64000,57600,6400,19610,2,30.899,0.808331,0.455533,0.532607,0.726619,,,
higgs,binary,realmlp,deep_learning,78440,70596,7844,19610,0,42.062,0.812287,0.465111,0.526547,0.731973,,,
higgs,binary,realmlp,deep_learning,78440,70596,7844,19610,1,73.795,0.813015,0.469509,0.525904,0.734268,,,
higgs,binary,realmlp,deep_learning,78440,70596,7844,19610,2,41.107,0.81446,0.473413,0.524537,0.734829,,,
higgs,binary,ft_transformer,deep_learning,500,450,50,19610,0,0.654,0.651802,0.216712,0.705363,0.610046,,,
higgs,binary,ft_transformer,deep_learning,500,450,50,19610,1,0.832,0.680408,0.275232,0.681659,0.638348,,,
higgs,binary,ft_transformer,deep_learning,500,450,50,19610,2,0.521,0.636222,0.196448,0.664623,0.596532,,,
higgs,binary,ft_transformer,deep_learning,1000,900,100,19610,0,1.315,0.696999,0.292254,0.665695,0.644926,,,
higgs,binary,ft_transformer,deep_learning,1000,900,100,19610,1,1.131,0.702464,0.296287,0.637767,0.645538,,,
higgs,binary,ft_transformer,deep_learning,1000,900,100,19610,2,1.366,0.73418,0.350537,0.618212,0.671596,,,
higgs,binary,ft_transformer,deep_learning,2000,1800,200,19610,0,2.774,0.720374,0.327776,0.622351,0.662621,,,
higgs,binary,ft_transformer,deep_learning,2000,1800,200,19610,1,4.102,0.723373,0.334129,0.646575,0.663335,,,
higgs,binary,ft_transformer,deep_learning,2000,1800,200,19610,2,4.697,0.741204,0.348034,0.661867,0.667466,,,
higgs,binary,ft_transformer,deep_learning,4000,3600,400,19610,0,4.505,0.750369,0.369694,0.593473,0.680622,,,
higgs,binary,ft_transformer,deep_learning,4000,3600,400,19610,1,5.348,0.761156,0.383543,0.586881,0.688016,,,
higgs,binary,ft_transformer,deep_learning,4000,3600,400,19610,2,5.7,0.758577,0.374839,0.585364,0.687098,,,
higgs,binary,ft_transformer,deep_learning,8000,7200,800,19610,0,10.195,0.77263,0.401659,0.57388,0.698419,,,
higgs,binary,ft_transformer,deep_learning,8000,7200,800,19610,1,9.895,0.769714,0.396205,0.589094,0.69179,,,
higgs,binary,ft_transformer,deep_learning,8000,7200,800,19610,2,8.219,0.771197,0.396462,0.57673,0.690923,,,
higgs,binary,ft_transformer,deep_learning,16000,14400,1600,19610,0,16.204,0.782485,0.41285,0.560287,0.707853,,,
higgs,binary,ft_transformer,deep_learning,16000,14400,1600,19610,1,15.065,0.781208,0.415246,0.561178,0.707292,,,
higgs,binary,ft_transformer,deep_learning,16000,14400,1600,19610,2,16.758,0.784757,0.421774,0.556829,0.708873,,,
higgs,binary,ft_transformer,deep_learning,32000,28800,3200,19610,0,34.414,0.800898,0.439648,0.545454,0.720602,,,
higgs,binary,ft_transformer,deep_learning,32000,28800,3200,19610,1,34.451,0.798219,0.439295,0.544452,0.718868,,,
higgs,binary,ft_transformer,deep_learning,32000,28800,3200,19610,2,33.383,0.794694,0.433655,0.545166,0.714992,,,
higgs,binary,ft_transformer,deep_learning,64000,57600,6400,19610,0,71.138,0.810475,0.460566,0.528894,0.73024,,,
higgs,binary,ft_transformer,deep_learning,64000,57600,6400,19610,1,68.872,0.805958,0.454791,0.53415,0.725446,,,
higgs,binary,ft_transformer,deep_learning,64000,57600,6400,19610,2,68.886,0.80912,0.461687,0.531067,0.729322,,,
higgs,binary,ft_transformer,deep_learning,78440,70596,7844,19610,0,92.746,0.815414,0.471205,0.526748,0.735288,,,
higgs,binary,ft_transformer,deep_learning,78440,70596,7844,19610,1,92.599,0.809927,0.459639,0.531804,0.726211,,,
higgs,binary,ft_transformer,deep_learning,78440,70596,7844,19610,2,78.997,0.808014,0.461951,0.53335,0.725803,,,
higgs,binary,tabpfn,foundation_model,500,450,50,19610,0,0.424,0.718092,0.3213,0.616224,0.661346,,,
higgs,binary,tabpfn,foundation_model,500,450,50,19610,1,0.095,0.727564,0.331765,0.609332,0.664712,,,
higgs,binary,tabpfn,foundation_model,500,450,50,19610,2,0.087,0.731626,0.331885,0.604938,0.662264,,,
higgs,binary,tabpfn,foundation_model,1000,900,100,19610,0,0.106,0.748808,0.366524,0.590735,0.67588,,,
higgs,binary,tabpfn,foundation_model,1000,900,100,19610,1,0.109,0.751167,0.381618,0.58849,0.686283,,,
higgs,binary,tabpfn,foundation_model,1000,900,100,19610,2,0.107,0.761346,0.389695,0.577536,0.694238,,,
higgs,binary,tabpfn,foundation_model,2000,1800,200,19610,0,0.148,0.771075,0.40325,0.569035,0.698674,,,
higgs,binary,tabpfn,foundation_model,2000,1800,200,19610,1,0.146,0.770131,0.398454,0.570256,0.697246,,,
higgs,binary,tabpfn,foundation_model,2000,1800,200,19610,2,0.146,0.776827,0.408399,0.563045,0.703213,,,
higgs,binary,tabpfn,foundation_model,4000,3600,400,19610,0,0.224,0.784882,0.422296,0.553788,0.708363,,,
higgs,binary,tabpfn,foundation_model,4000,3600,400,19610,1,0.228,0.783719,0.417516,0.55712,0.70668,,,
higgs,binary,tabpfn,foundation_model,4000,3600,400,19610,2,0.234,0.786851,0.427226,0.55236,0.713514,,,
higgs,binary,tabpfn,foundation_model,8000,7200,800,19610,0,0.383,0.795508,0.438488,0.543386,0.718103,,,
higgs,binary,tabpfn,foundation_model,8000,7200,800,19610,1,0.38,0.796233,0.437604,0.543925,0.716777,,,
higgs,binary,tabpfn,foundation_model,8000,7200,800,19610,2,0.38,0.796339,0.436213,0.543173,0.716165,,,
higgs,binary,tabpfn,foundation_model,16000,14400,1600,19610,0,0.691,0.80435,0.452887,0.534453,0.725038,,,
higgs,binary,tabpfn,foundation_model,16000,14400,1600,19610,1,0.691,0.803736,0.449055,0.536013,0.722743,,,
higgs,binary,tabpfn,foundation_model,16000,14400,1600,19610,2,0.693,0.803995,0.450651,0.535022,0.726364,,,
higgs,binary,tabpfn,foundation_model,32000,28800,3200,19610,0,1.423,0.808727,0.462652,0.52968,0.728863,,,
higgs,binary,tabpfn,foundation_model,32000,28800,3200,19610,1,1.422,0.807706,0.458898,0.531622,0.72922,,,
higgs,binary,tabpfn,foundation_model,32000,28800,3200,19610,2,1.418,0.808077,0.457269,0.529977,0.727537,,,
adult,binary,xgboost,gbdt,500,450,50,9769,1,0.236,0.882557,0.600678,0.378189,0.828335,,,
adult,binary,xgboost,gbdt,500,450,50,9769,2,0.024,0.885959,0.597819,0.358482,0.842768,,,
adult,binary,xgboost,gbdt,1000,900,100,9769,0,0.014,0.898012,0.624022,0.423181,0.791176,,,
adult,binary,xgboost,gbdt,1000,900,100,9769,1,0.014,0.892469,0.613681,0.436703,0.771215,,,
adult,binary,xgboost,gbdt,1000,900,100,9769,2,0.017,0.895652,0.619497,0.448821,0.760672,,,
adult,binary,xgboost,gbdt,2000,1800,200,9769,1,0.02,0.904238,0.641944,0.421042,0.787491,,,
adult,binary,xgboost,gbdt,2000,1800,200,9769,2,0.019,0.897097,0.630852,0.51341,0.760672,,,
adult,binary,xgboost,gbdt,4000,3600,400,9769,0,0.11,0.911821,0.650138,0.311731,0.861808,,,
adult,binary,xgboost,gbdt,4000,3600,400,9769,1,0.037,0.913406,0.658222,0.331634,0.859453,,,
adult,binary,xgboost,gbdt,4000,3600,400,9769,2,0.075,0.916075,0.664398,0.298781,0.864674,,,
adult,binary,xgboost,gbdt,8000,7200,800,9769,0,0.052,0.917263,0.668132,0.323863,0.867028,,,
adult,binary,xgboost,gbdt,8000,7200,800,9769,1,0.084,0.921551,0.677095,0.290017,0.869792,,,
adult,binary,xgboost,gbdt,8000,7200,800,9769,2,0.077,0.921385,0.669728,0.303313,0.871225,,,
adult,binary,xgboost,gbdt,16000,14400,1600,9769,0,0.185,0.925697,0.683949,0.281662,0.871635,,,
adult,binary,xgboost,gbdt,16000,14400,1600,9769,1,0.13,0.926124,0.688932,0.281399,0.873477,,,
adult,binary,xgboost,gbdt,16000,14400,1600,9769,2,0.143,0.927134,0.687091,0.27959,0.87358,,,
adult,binary,xgboost,gbdt,32000,28800,3200,9769,0,0.186,0.930232,0.695727,0.273654,0.876753,,,
adult,binary,xgboost,gbdt,32000,28800,3200,9769,1,0.182,0.929397,0.694084,0.275134,0.87706,,,
adult,binary,xgboost,gbdt,32000,28800,3200,9769,2,0.209,0.929242,0.69085,0.275288,0.875115,,,
adult,binary,xgboost,gbdt,39073,35165,3908,9769,1,0.262,0.929751,0.694516,0.273785,0.874808,,,
adult,binary,xgboost,gbdt,39073,35165,3908,9769,2,0.247,0.930176,0.694945,0.273125,0.875729,,,
adult,binary,catboost,gbdt,500,450,50,9769,0,0.11,0.866486,0.563673,0.417445,0.805507,,,
adult,binary,catboost,gbdt,500,450,50,9769,1,0.039,0.851869,0.536049,0.55263,0.7749,,,
adult,binary,catboost,gbdt,500,450,50,9769,2,0.039,0.84288,0.545078,0.564013,0.765278,,,
adult,binary,catboost,gbdt,1000,900,100,9769,0,0.039,0.841541,0.541936,0.618699,0.789129,,,
adult,binary,catboost,gbdt,1000,900,100,9769,1,0.042,0.863136,0.558237,0.574631,0.762616,,,
adult,binary,catboost,gbdt,1000,900,100,9769,2,0.186,0.892034,0.609914,0.349182,0.847477,,,
adult,binary,catboost,gbdt,2000,1800,200,9769,0,0.508,0.906691,0.641352,0.314328,0.852083,,,
adult,binary,catboost,gbdt,2000,1800,200,9769,1,0.35,0.905561,0.638427,0.319672,0.855564,,,
adult,binary,catboost,gbdt,2000,1800,200,9769,2,0.083,0.883483,0.593611,0.412016,0.839288,,,
adult,binary,catboost,gbdt,4000,3600,400,9769,0,0.548,0.909097,0.647511,0.310883,0.856894,,,
adult,binary,catboost,gbdt,4000,3600,400,9769,1,1.055,0.917577,0.665944,0.296257,0.863855,,,
adult,binary,catboost,gbdt,4000,3600,400,9769,2,0.793,0.915856,0.656128,0.300198,0.8658,,,
adult,binary,catboost,gbdt,8000,7200,800,9769,0,1.469,0.920667,0.671477,0.290612,0.870304,,,
adult,binary,catboost,gbdt,8000,7200,800,9769,1,1.558,0.923084,0.679935,0.287202,0.869383,,,
adult,binary,catboost,gbdt,8000,7200,800,9769,2,1.354,0.92264,0.677658,0.287873,0.872863,,,
adult,binary,catboost,gbdt,16000,14400,1600,9769,0,2.168,0.92551,0.683986,0.282548,0.875218,,,
adult,binary,catboost,gbdt,16000,14400,1600,9769,1,2.214,0.926023,0.684654,0.282572,0.87358,,,
adult,binary,catboost,gbdt,16000,14400,1600,9769,2,2.325,0.927281,0.684982,0.280758,0.874603,,,
adult,binary,catboost,gbdt,32000,28800,3200,9769,0,3.969,0.928412,0.69164,0.277281,0.877879,,,
adult,binary,catboost,gbdt,32000,28800,3200,9769,1,4.086,0.92886,0.689389,0.276918,0.876139,,,
adult,binary,catboost,gbdt,32000,28800,3200,9769,2,3.391,0.928091,0.686977,0.278183,0.875422,,,
adult,binary,catboost,gbdt,39073,35165,3908,9769,0,7.021,0.929977,0.69274,0.274356,0.878493,,,
adult,binary,catboost,gbdt,39073,35165,3908,9769,1,6.092,0.930144,0.692792,0.274013,0.876446,,,
adult,binary,catboost,gbdt,39073,35165,3908,9769,2,6.598,0.930015,0.692772,0.274256,0.877162,,,
adult,binary,tabm,deep_learning,500,450,50,9769,1,1.708,0.896477,0.633399,0.338034,0.842666,,,
adult,binary,tabm,deep_learning,500,450,50,9769,2,1.517,0.891677,0.616526,0.340399,0.84717,,,
adult,binary,tabm,deep_learning,1000,900,100,9769,0,1.566,0.897103,0.618018,0.331105,0.847989,,,
adult,binary,tabm,deep_learning,1000,900,100,9769,1,1.86,0.903555,0.643558,0.324099,0.851878,,,
adult,binary,tabm,deep_learning,1000,900,100,9769,2,2.343,0.899595,0.631192,0.330727,0.848807,,,
adult,binary,tabm,deep_learning,2000,1800,200,9769,1,3.713,0.907614,0.643688,0.317454,0.854949,,,
adult,binary,tabm,deep_learning,2000,1800,200,9769,2,3.569,0.902826,0.634283,0.324153,0.852288,,,
adult,binary,tabm,deep_learning,4000,3600,400,9769,0,5.433,0.907707,0.653632,0.314155,0.854335,,,
adult,binary,tabm,deep_learning,4000,3600,400,9769,1,5.92,0.908616,0.650192,0.315155,0.85628,,,
adult,binary,tabm,deep_learning,4000,3600,400,9769,2,7.692,0.907209,0.646593,0.317844,0.855052,,,
adult,binary,tabm,deep_learning,8000,7200,800,9769,0,7.531,0.911052,0.656872,0.30932,0.856997,,,
adult,binary,tabm,deep_learning,8000,7200,800,9769,1,11.715,0.911614,0.656024,0.308763,0.856178,,,
adult,binary,tabm,deep_learning,8000,7200,800,9769,2,13.397,0.912423,0.654345,0.307973,0.860579,,,
adult,binary,tabm,deep_learning,16000,14400,1600,9769,0,23.908,0.913708,0.6604,0.304661,0.859044,,,
adult,binary,tabm,deep_learning,16000,14400,1600,9769,1,17.055,0.912774,0.658227,0.30653,0.859556,,,
adult,binary,tabm,deep_learning,16000,14400,1600,9769,2,22.321,0.913384,0.657866,0.306069,0.858327,,,
adult,binary,tabm,deep_learning,32000,28800,3200,9769,0,38.711,0.915079,0.662565,0.301716,0.86191,,,
adult,binary,tabm,deep_learning,32000,28800,3200,9769,1,36.497,0.915585,0.664177,0.301261,0.863753,,,
adult,binary,tabm,deep_learning,32000,28800,3200,9769,2,42.168,0.915444,0.661692,0.301212,0.86232,,,
adult,binary,tabm,deep_learning,39073,35165,3908,9769,1,47.332,0.916013,0.661789,0.300721,0.862729,,,
adult,binary,tabm,deep_learning,39073,35165,3908,9769,2,56.36,0.916395,0.663735,0.299877,0.862422,,,
adult,binary,realmlp,deep_learning,500,450,50,9769,0,1.585,0.768961,0.505133,0.548287,0.802641,,,
adult,binary,realmlp,deep_learning,500,450,50,9769,1,0.412,0.695679,0.290517,1.165967,0.698741,,,
adult,binary,realmlp,deep_learning,500,450,50,9769,2,1.225,0.80238,0.51409,0.568427,0.797011,,,
adult,binary,realmlp,deep_learning,1000,900,100,9769,0,1.108,0.886016,0.612564,0.414194,0.825366,,,
adult,binary,realmlp,deep_learning,1000,900,100,9769,1,2.775,0.860958,0.557456,0.388189,0.822397,,,
adult,binary,realmlp,deep_learning,1000,900,100,9769,2,2.752,0.830937,0.497419,0.428931,0.802334,,,
adult,binary,realmlp,deep_learning,2000,1800,200,9769,0,4.013,0.893524,0.623863,0.396435,0.837138,,,
adult,binary,realmlp,deep_learning,2000,1800,200,9769,1,5.491,0.890753,0.614269,0.352883,0.841642,,,
adult,binary,realmlp,deep_learning,2000,1800,200,9769,2,1.419,0.897507,0.629493,0.353982,0.836626,,,
adult,binary,realmlp,deep_learning,4000,3600,400,9769,0,6.236,0.903509,0.643184,0.338813,0.850855,,,
adult,binary,realmlp,deep_learning,4000,3600,400,9769,1,3.28,0.904439,0.639429,0.332411,0.850957,,,
adult,binary,realmlp,deep_learning,4000,3600,400,9769,2,5.644,0.903319,0.642381,0.342896,0.850445,,,
adult,binary,realmlp,deep_learning,8000,7200,800,9769,0,21.179,0.910029,0.65517,0.336127,0.860375,,,
adult,binary,realmlp,deep_learning,8000,7200,800,9769,1,21.144,0.904648,0.643775,0.342848,0.851776,,,
adult,binary,realmlp,deep_learning,8000,7200,800,9769,2,20.977,0.909463,0.653777,0.317778,0.856894,,,
adult,binary,realmlp,deep_learning,16000,14400,1600,9769,0,41.605,0.911674,0.664768,0.314554,0.858737,,,
adult,binary,realmlp,deep_learning,16000,14400,1600,9769,1,41.895,0.912741,0.655574,0.338512,0.854745,,,
adult,binary,realmlp,deep_learning,16000,14400,1600,9769,2,41.647,0.914966,0.661418,0.317297,0.863446,,,
adult,binary,realmlp,deep_learning,32000,28800,3200,9769,0,83.13,0.913854,0.655504,0.322196,0.861091,,,
adult,binary,realmlp,deep_learning,32000,28800,3200,9769,1,82.96,0.918521,0.669795,0.312453,0.865083,,,
adult,binary,realmlp,deep_learning,32000,28800,3200,9769,2,83.393,0.914576,0.659991,0.323707,0.863241,,,
adult,binary,realmlp,deep_learning,39073,35165,3908,9769,0,101.677,0.920539,0.67487,0.306436,0.867745,,,
adult,binary,realmlp,deep_learning,39073,35165,3908,9769,1,101.335,0.918602,0.668296,0.314806,0.866312,,,
adult,binary,realmlp,deep_learning,39073,35165,3908,9769,2,101.38,0.921418,0.674168,0.310505,0.870099,,,
adult,binary,ft_transformer,deep_learning,500,450,50,9769,0,2.549,0.893699,0.611965,0.362945,0.84113,,,
adult,binary,ft_transformer,deep_learning,500,450,50,9769,1,3.38,0.886056,0.613017,0.400861,0.817791,,,
adult,binary,ft_transformer,deep_learning,500,450,50,9769,2,1.716,0.875476,0.573715,0.37126,0.835295,,,
adult,binary,ft_transformer,deep_learning,1000,900,100,9769,0,2.901,0.873394,0.570949,0.38907,0.822602,,,
adult,binary,ft_transformer,deep_learning,1000,900,100,9769,1,4.062,0.892622,0.614439,0.348451,0.834988,,,
adult,binary,ft_transformer,deep_learning,1000,900,100,9769,2,5.619,0.896152,0.620102,0.337113,0.84676,,,
adult,binary,ft_transformer,deep_learning,2000,1800,200,9769,0,12.187,0.90663,0.64435,0.317419,0.852288,,,
adult,binary,ft_transformer,deep_learning,2000,1800,200,9769,1,11.001,0.903099,0.634851,0.327904,0.852697,,,
adult,binary,ft_transformer,deep_learning,2000,1800,200,9769,2,19.353,0.904329,0.639883,0.323656,0.853311,,,
adult,binary,ft_transformer,deep_learning,4000,3600,400,9769,0,20.948,0.908459,0.645126,0.311662,0.858737,,,
adult,binary,ft_transformer,deep_learning,4000,3600,400,9769,1,29.205,0.910374,0.650671,0.312391,0.855973,,,
adult,binary,ft_transformer,deep_learning,4000,3600,400,9769,2,14.351,0.907921,0.649739,0.316874,0.856792,,,
adult,binary,ft_transformer,deep_learning,8000,7200,800,9769,0,30.109,0.91308,0.658736,0.305248,0.862012,,,
adult,binary,ft_transformer,deep_learning,8000,7200,800,9769,1,69.526,0.912937,0.665225,0.311297,0.855564,,,
adult,binary,ft_transformer,deep_learning,8000,7200,800,9769,2,53.376,0.914152,0.660794,0.307177,0.860272,,,
adult,binary,ft_transformer,deep_learning,16000,14400,1600,9769,0,67.861,0.915341,0.659645,0.302134,0.864469,,,
adult,binary,ft_transformer,deep_learning,16000,14400,1600,9769,1,90.251,0.914822,0.663834,0.304132,0.859658,,,
adult,binary,ft_transformer,deep_learning,16000,14400,1600,9769,2,103.155,0.914902,0.659841,0.302593,0.859249,,,
adult,binary,ft_transformer,deep_learning,32000,28800,3200,9769,0,196.623,0.918002,0.672342,0.298798,0.866107,,,
adult,binary,ft_transformer,deep_learning,32000,28800,3200,9769,1,174.001,0.917502,0.665494,0.298799,0.862934,,,
adult,binary,ft_transformer,deep_learning,32000,28800,3200,9769,2,176.926,0.916959,0.661935,0.299494,0.863957,,,
adult,binary,ft_transformer,deep_learning,39073,35165,3908,9769,0,304.884,0.916424,0.66459,0.301909,0.863446,,,
adult,binary,ft_transformer,deep_learning,39073,35165,3908,9769,1,238.379,0.918008,0.66881,0.298334,0.865288,,,
adult,binary,ft_transformer,deep_learning,39073,35165,3908,9769,2,273.525,0.918131,0.668894,0.298377,0.863753,,,
adult,binary,tabpfn,foundation_model,500,450,50,9769,1,0.619,0.897084,0.630212,0.332542,0.843484,,,
adult,binary,tabpfn,foundation_model,500,450,50,9769,2,0.086,0.894782,0.62198,0.33832,0.847681,,,
adult,binary,tabpfn,foundation_model,1000,900,100,9769,0,0.101,0.901922,0.624843,0.321848,0.85065,,,
adult,binary,tabpfn,foundation_model,1000,900,100,9769,1,0.101,0.905257,0.638482,0.320808,0.851162,,,
adult,binary,tabpfn,foundation_model,1000,900,100,9769,2,0.102,0.903955,0.636235,0.321123,0.851059,,,
adult,binary,tabpfn,foundation_model,2000,1800,200,9769,1,0.132,0.909631,0.655463,0.312523,0.855154,,,
adult,binary,tabpfn,foundation_model,2000,1800,200,9769,2,0.132,0.908267,0.644972,0.311814,0.857099,,,
adult,binary,tabpfn,foundation_model,4000,3600,400,9769,0,0.203,0.912266,0.655045,0.30578,0.858327,,,
adult,binary,tabpfn,foundation_model,4000,3600,400,9769,1,0.199,0.913683,0.661873,0.303766,0.859556,,,
adult,binary,tabpfn,foundation_model,4000,3600,400,9769,2,0.197,0.911586,0.654171,0.306825,0.858327,,,
adult,binary,tabpfn,foundation_model,8000,7200,800,9769,0,0.348,0.916248,0.664344,0.299152,0.863343,,,
adult,binary,tabpfn,foundation_model,8000,7200,800,9769,1,0.333,0.916948,0.669219,0.298099,0.862217,,,
adult,binary,tabpfn,foundation_model,8000,7200,800,9769,2,0.332,0.916029,0.66559,0.30018,0.862422,,,
adult,binary,tabpfn,foundation_model,16000,14400,1600,9769,0,0.597,0.918013,0.671102,0.296381,0.8658,,,
adult,binary,tabpfn,foundation_model,16000,14400,1600,9769,1,0.603,0.918168,0.666576,0.295971,0.864162,,,
adult,binary,tabpfn,foundation_model,16000,14400,1600,9769,2,0.602,0.919164,0.669901,0.2947,0.866414,,,
adult,binary,tabpfn,foundation_model,32000,28800,3200,9769,0,1.129,0.920791,0.670231,0.291774,0.868461,,,
adult,binary,tabpfn,foundation_model,32000,28800,3200,9769,1,1.154,0.920764,0.672376,0.292105,0.867745,,,
adult,binary,tabpfn,foundation_model,32000,28800,3200,9769,2,1.115,0.921076,0.673629,0.291139,0.868359,,,
adult,binary,tabpfn,foundation_model,39073,35165,3908,9769,1,1.47,0.921646,0.670155,0.290534,0.869997,,,
adult,binary,tabpfn,foundation_model,39073,35165,3908,9769,2,1.548,0.921692,0.674686,0.289992,0.868666,,,
jannis,multiclass,xgboost,gbdt,500,450,50,16747,0,1.218,,,0.855916,0.625425,,,
jannis,multiclass,xgboost,gbdt,500,450,50,16747,1,2.13,,,0.901991,0.606497,,,
